Brand,Processor,RAM (GB),Storage (GB),Camera (MP),Battery (mAh),Display Size (inches),Refresh Rate (Hz),5G Support,Operating System,Launch Year,Price ($)
Sony,Dimensity 9200,6,256,200,5000,6.4,60,1,Android,2021,504
Samsung,Kirin 9000,8,512,108,3000,6.4,144,1,Android,2024,825
Oppo,A17 Bionic,6,256,200,6000,6.1,120,0,Android,2019,308
Motorola,Exynos 2200,12,128,108,3000,5.5,144,0,Android,2018,192
Google,Snapdragon 8 Gen 2,6,512,64,6000,6.4,120,1,Android,2018,327
Xiaomi,Snapdragon 8 Gen 2,8,512,64,4000,6.7,144,1,Android,2024,920
OnePlus,Dimensity 9200,8,1024,200,3000,6.1,120,0,Android,2020,408
OnePlus,Exynos 2200,16,128,12,3000,6.1,120,1,Android,2022,501
Vivo,Dimensity 9200,6,64,12,5000,6.1,60,0,Android,2020,318
Oppo,Kirin 9000,4,256,108,3000,7.0,60,1,Android,2024,684
Oppo,A17 Bionic,4,64,48,3000,6.7,90,1,Android,2023,552
Samsung,Snapdragon 778G,12,256,64,6000,6.4,144,0,Android,2024,961
Xiaomi,Kirin 9000,12,256,108,4500,5.5,120,0,Android,2018,292
Google,Snapdragon 8 Gen 2,16,64,48,4500,6.1,60,0,Android,2024,780
Motorola,Dimensity 9200,16,64,200,6000,7.0,120,0,Android,2023,970
Vivo,Kirin 9000,6,512,12,4000,6.4,144,1,Android,2019,220
Sony,Dimensity 9200,8,256,200,5000,6.4,120,0,Android,2019,287
Xiaomi,A17 Bionic,16,256,200,4000,5.5,60,1,Android,2022,678
Google,Snapdragon 778G,8,64,64,5000,6.1,90,1,Android,2024,763
Oppo,Snapdragon 8 Gen 2,6,1024,108,4000,6.7,90,1,Android,2021,501
Vivo,A17 Bionic,16,64,48,4000,6.4,120,0,Android,2018,227
Motorola,Exynos 2200,4,256,200,6000,6.7,144,0,Android,2020,416
Oppo,Exynos 2200,12,256,200,6000,6.7,60,1,Android,2024,1118
Apple,Kirin 9000,12,128,108,6000,6.1,120,0,iOS,2020,625
Oppo,Kirin 9000,16,128,108,3000,5.5,144,1,Android,2022,640
Samsung,Kirin 9000,6,512,48,4500,6.1,144,1,Android,2020,411
Apple,Snapdragon 778G,12,256,48,5000,5.5,144,1,iOS,2019,440
Motorola,Kirin 9000,8,1024,108,3000,7.0,60,1,Android,2018,223
Motorola,Exynos 2200,8,512,12,6000,6.1,90,0,Android,2024,950
OnePlus,Snapdragon 778G,16,512,12,4000,6.4,144,0,Android,2022,672
Realme,Snapdragon 778G,12,64,108,5000,6.4,144,1,Android,2023,867
Apple,Kirin 9000,12,64,200,4500,6.4,90,1,iOS,2019,463
Vivo,Snapdragon 778G,6,128,12,3000,6.7,144,1,Android,2018,210
Google,Kirin 9000,12,1024,12,3000,5.5,144,1,Android,2024,840
OnePlus,A17 Bionic,8,128,64,4000,6.1,144,0,Android,2022,674
Realme,Snapdragon 8 Gen 2,4,512,12,5000,6.1,90,0,Android,2021,424
Realme,Snapdragon 8 Gen 2,12,128,108,6000,6.7,120,0,Android,2019,320
Motorola,A17 Bionic,16,512,64,4000,6.4,144,0,Android,2020,392
OnePlus,A17 Bionic,12,512,12,4000,6.4,90,0,Android,2018,260
Sony,Dimensity 9200,8,1024,64,5000,6.4,60,0,Android,2022,716
OnePlus,Exynos 2200,6,128,64,4000,5.5,60,0,Android,2023,629
OnePlus,Dimensity 9200,12,512,200,3000,7.0,120,1,Android,2020,332
Vivo,Kirin 9000,6,512,108,6000,6.4,120,1,Android,2022,803
Apple,Snapdragon 778G,8,1024,48,4500,6.7,90,1,iOS,2023,1397
Sony,Kirin 9000,4,256,108,4000,7.0,120,0,Android,2020,299
Oppo,Exynos 2200,8,1024,64,4000,6.4,60,0,Android,2018,291
Vivo,Kirin 9000,4,256,64,4500,6.4,60,1,Android,2018,233
OnePlus,Kirin 9000,4,512,12,6000,6.7,60,1,Android,2019,279
Realme,Dimensity 9200,12,128,48,6000,5.5,60,1,Android,2019,295
Realme,Snapdragon 778G,8,512,48,5000,6.1,120,1,Android,2020,420
Google,Snapdragon 8 Gen 2,16,64,200,3000,6.4,90,0,Android,2018,259
Motorola,Snapdragon 8 Gen 2,16,256,108,4500,7.0,120,1,Android,2022,791
OnePlus,Snapdragon 778G,6,512,48,4000,6.7,144,0,Android,2021,392
Oppo,Exynos 2200,16,256,48,6000,6.4,144,0,Android,2020,438
Apple,Dimensity 9200,16,512,200,4500,5.5,144,0,iOS,2023,1319
Motorola,Exynos 2200,12,512,48,4500,5.5,120,0,Android,2018,287
Motorola,Kirin 9000,12,128,200,5000,7.0,120,0,Android,2023,950
Vivo,Dimensity 9200,4,128,200,6000,6.1,120,1,Android,2023,964
Sony,Snapdragon 8 Gen 2,8,64,12,3000,6.1,90,0,Android,2020,261
Google,Snapdragon 8 Gen 2,6,64,48,5000,6.7,90,0,Android,2022,685
Motorola,Kirin 9000,6,256,108,3000,7.0,90,0,Android,2023,606
Oppo,Exynos 2200,4,512,48,4000,6.1,144,1,Android,2024,858
Motorola,Dimensity 9200,12,512,12,4000,7.0,120,0,Android,2024,715
OnePlus,Dimensity 9200,4,128,48,3000,6.1,60,1,Android,2022,523
Vivo,Snapdragon 778G,12,512,48,4500,6.4,120,1,Android,2024,915
Sony,Dimensity 9200,12,1024,64,5000,6.1,60,1,Android,2018,281
Xiaomi,Kirin 9000,4,512,200,5000,6.7,90,0,Android,2022,711
Apple,Exynos 2200,16,512,12,6000,5.5,90,1,iOS,2023,1526
Sony,A17 Bionic,8,64,200,4000,5.5,144,0,Android,2021,488
Sony,Kirin 9000,16,256,200,5000,6.4,90,1,Android,2024,983
Xiaomi,A17 Bionic,16,256,108,6000,6.7,60,1,Android,2020,403
Apple,Snapdragon 8 Gen 2,16,128,200,5000,6.1,144,1,iOS,2021,868
Oppo,Kirin 9000,16,64,48,6000,7.0,60,1,Android,2024,1053
OnePlus,Snapdragon 778G,8,512,64,5000,5.5,90,0,Android,2022,717
Xiaomi,Dimensity 9200,4,512,12,3000,6.1,120,1,Android,2023,694
Realme,Kirin 9000,12,256,48,4500,6.4,144,1,Android,2023,830
OnePlus,A17 Bionic,4,128,48,4000,6.7,144,0,Android,2022,653
Apple,Snapdragon 8 Gen 2,8,128,12,5000,6.1,120,0,iOS,2024,1336
Sony,Snapdragon 8 Gen 2,16,128,64,6000,5.5,90,1,Android,2020,464
Realme,Exynos 2200,6,64,200,4500,6.1,90,0,Android,2023,793
Apple,Snapdragon 8 Gen 2,8,256,12,3000,7.0,90,1,iOS,2019,278
Sony,Snapdragon 778G,4,512,48,4500,5.5,90,1,Android,2024,891
Vivo,Dimensity 9200,12,1024,64,5000,7.0,60,1,Android,2021,551
Sony,A17 Bionic,12,128,200,6000,6.7,90,0,Android,2020,449
Sony,Dimensity 9200,12,256,64,4500,6.1,144,0,Android,2019,293
OnePlus,Exynos 2200,16,512,108,4500,7.0,120,0,Android,2021,495
Apple,Exynos 2200,8,64,48,5000,5.5,144,0,iOS,2023,1064
Vivo,Dimensity 9200,4,128,200,4500,6.4,120,1,Android,2020,383
Oppo,Exynos 2200,4,128,108,4500,5.5,144,0,Android,2022,706
Oppo,Exynos 2200,6,512,48,4000,6.1,90,1,Android,2023,782
Apple,Snapdragon 8 Gen 2,4,256,12,4000,6.1,144,0,iOS,2020,487
Motorola,Dimensity 9200,8,128,48,4500,6.4,90,0,Android,2024,808
OnePlus,Exynos 2200,8,64,64,6000,6.4,90,0,Android,2022,786
Google,Snapdragon 778G,6,1024,200,5000,6.7,90,1,Android,2024,1078
Xiaomi,Exynos 2200,8,64,48,6000,7.0,60,0,Android,2018,255
Oppo,Dimensity 9200,6,256,48,3000,7.0,144,1,Android,2020,322
Motorola,Exynos 2200,8,256,12,5000,6.4,144,1,Android,2021,432
Oppo,Snapdragon 778G,16,1024,12,4500,5.5,144,1,Android,2022,840
Motorola,Kirin 9000,16,1024,48,5000,6.1,90,0,Android,2022,869
Apple,Exynos 2200,6,64,200,3000,7.0,144,1,iOS,2020,467
Apple,Dimensity 9200,4,256,48,5000,6.7,90,0,iOS,2018,388
Realme,Snapdragon 8 Gen 2,8,256,200,4500,5.5,144,0,Android,2023,776
Samsung,Kirin 9000,12,256,64,4000,6.4,144,1,Android,2019,236
Sony,Dimensity 9200,6,64,108,4000,5.5,60,0,Android,2021,417
Realme,Snapdragon 778G,6,512,64,4000,7.0,120,1,Android,2020,375
Google,A17 Bionic,16,1024,108,4500,6.4,60,0,Android,2018,282
OnePlus,Snapdragon 778G,4,128,12,3000,6.7,90,1,Android,2023,612
Realme,Exynos 2200,12,1024,12,4000,6.1,90,1,Android,2020,359
Motorola,Dimensity 9200,8,512,200,4500,6.4,60,1,Android,2021,470
Apple,Kirin 9000,4,1024,64,4500,6.7,60,0,iOS,2019,417
Realme,Snapdragon 778G,6,256,64,5000,6.7,120,1,Android,2018,250
Google,Dimensity 9200,4,1024,108,6000,6.4,144,1,Android,2021,599
Oppo,Dimensity 9200,4,1024,108,5000,5.5,90,0,Android,2024,926
Realme,Kirin 9000,4,64,108,6000,6.1,90,0,Android,2018,285
Sony,A17 Bionic,6,1024,200,5000,6.4,90,1,Android,2021,616
Xiaomi,Exynos 2200,12,64,48,4000,5.5,144,0,Android,2020,307
OnePlus,Exynos 2200,6,128,48,3000,6.7,144,1,Android,2022,595
Vivo,Kirin 9000,4,64,200,4500,6.4,90,0,Android,2019,257
Apple,Dimensity 9200,4,1024,48,6000,6.7,60,1,iOS,2021,861
Xiaomi,Snapdragon 8 Gen 2,16,64,64,3000,6.1,120,1,Android,2023,708
OnePlus,Dimensity 9200,16,1024,108,4500,6.4,120,1,Android,2022,812
OnePlus,Snapdragon 778G,8,64,64,3000,7.0,120,0,Android,2023,642
OnePlus,Dimensity 9200,8,64,48,5000,7.0,144,1,Android,2019,252
Motorola,Snapdragon 778G,8,256,12,3000,6.4,60,0,Android,2020,295
Xiaomi,Snapdragon 8 Gen 2,16,64,64,3000,6.7,90,1,Android,2020,324
OnePlus,Snapdragon 778G,16,64,48,4000,6.7,144,1,Android,2021,487
Sony,Dimensity 9200,12,128,64,5000,6.1,120,1,Android,2024,978
Google,Snapdragon 778G,16,256,200,6000,6.4,120,0,Android,2021,555
Google,A17 Bionic,6,64,108,5000,6.7,120,1,Android,2023,803
Motorola,A17 Bionic,16,512,200,5000,6.7,144,0,Android,2021,629
Sony,Kirin 9000,12,256,12,6000,6.1,120,1,Android,2021,547
Motorola,Snapdragon 778G,4,64,48,4000,7.0,120,0,Android,2022,516
Sony,Snapdragon 778G,8,64,108,4000,7.0,120,0,Android,2020,356
Samsung,Snapdragon 8 Gen 2,16,1024,108,4500,7.0,120,1,Android,2021,548
OnePlus,Exynos 2200,6,128,12,4000,5.5,120,0,Android,2018,185
Motorola,Snapdragon 8 Gen 2,8,512,12,5000,5.5,120,1,Android,2024,892
Google,Dimensity 9200,16,1024,200,5000,6.7,120,1,Android,2022,993
Apple,Snapdragon 8 Gen 2,8,1024,200,4000,5.5,60,0,iOS,2020,563
Oppo,A17 Bionic,12,64,108,4500,6.4,90,1,Android,2018,243
Vivo,Kirin 9000,12,256,64,3000,6.4,60,0,Android,2023,574
Vivo,A17 Bionic,16,512,12,6000,6.1,120,1,Android,2019,295
Samsung,Exynos 2200,16,512,64,4000,7.0,60,1,Android,2019,236
Oppo,Kirin 9000,12,512,108,4500,5.5,120,1,Android,2022,743
Google,Snapdragon 778G,8,512,12,4000,7.0,120,1,Android,2022,687
Xiaomi,Snapdragon 778G,4,256,48,5000,6.1,120,1,Android,2018,276
Apple,A17 Bionic,4,256,108,5000,6.4,144,0,iOS,2020,530
Sony,Exynos 2200,6,64,12,5000,7.0,144,0,Android,2019,224
Realme,A17 Bionic,16,512,200,6000,6.1,120,1,Android,2023,1120
Samsung,Snapdragon 8 Gen 2,12,512,12,3000,6.4,90,0,Android,2019,193
Sony,Exynos 2200,12,1024,64,5000,6.4,144,0,Android,2019,294
Google,Snapdragon 8 Gen 2,8,64,12,5000,5.5,120,0,Android,2018,262
Motorola,Kirin 9000,16,1024,108,6000,6.1,60,0,Android,2019,331
Vivo,Kirin 9000,8,1024,48,4000,6.4,120,0,Android,2021,434
Samsung,Snapdragon 8 Gen 2,16,256,64,3000,5.5,90,1,Android,2018,227
Motorola,Snapdragon 778G,12,512,200,6000,6.1,60,1,Android,2022,881
Sony,Kirin 9000,16,1024,48,4000,6.4,60,0,Android,2022,653
Xiaomi,Snapdragon 8 Gen 2,16,1024,108,4500,6.7,90,1,Android,2019,323
Xiaomi,A17 Bionic,4,128,48,3000,6.7,120,0,Android,2021,367
Samsung,Snapdragon 778G,6,64,64,6000,5.5,144,1,Android,2020,392
Sony,Exynos 2200,4,128,12,5000,6.7,144,0,Android,2018,260
Sony,Kirin 9000,12,1024,108,4000,6.4,60,0,Android,2019,291
Xiaomi,Snapdragon 778G,8,512,64,4000,6.4,60,1,Android,2023,671
Samsung,Snapdragon 778G,4,64,200,3000,5.5,60,1,Android,2020,304
Oppo,Dimensity 9200,12,64,48,4000,6.7,120,0,Android,2018,241
Xiaomi,Dimensity 9200,16,128,48,4500,5.5,144,1,Android,2024,873
Samsung,Dimensity 9200,6,64,48,4500,6.4,120,0,Android,2023,671
Google,Dimensity 9200,16,1024,108,6000,5.5,120,1,Android,2020,542
Google,Snapdragon 8 Gen 2,8,512,12,5000,7.0,144,0,Android,2018,290
OnePlus,Kirin 9000,8,512,48,5000,6.4,60,0,Android,2022,734
Realme,Kirin 9000,12,256,200,3000,6.4,144,0,Android,2023,694
OnePlus,A17 Bionic,6,256,200,4000,6.1,60,1,Android,2023,799
Samsung,A17 Bionic,8,128,12,3000,6.4,120,1,Android,2020,296
Xiaomi,Snapdragon 778G,12,256,64,3000,7.0,144,1,Android,2021,372
OnePlus,Snapdragon 778G,8,128,108,4500,7.0,120,0,Android,2023,802
Xiaomi,Exynos 2200,4,128,108,3000,5.5,144,1,Android,2021,414
Realme,Snapdragon 8 Gen 2,16,128,64,4500,6.4,120,0,Android,2021,430
OnePlus,Exynos 2200,4,128,48,4000,5.5,120,0,Android,2022,614
Samsung,Exynos 2200,4,1024,64,3000,6.1,60,1,Android,2023,768
Apple,Exynos 2200,4,128,12,4500,6.1,144,0,iOS,2019,312
Vivo,Snapdragon 778G,12,128,12,6000,5.5,60,0,Android,2021,488
Samsung,Dimensity 9200,4,512,200,5000,6.4,90,0,Android,2022,687
OnePlus,Kirin 9000,8,256,108,3000,6.4,90,1,Android,2022,645
Oppo,Dimensity 9200,16,512,108,4500,5.5,90,0,Android,2019,263
Google,Kirin 9000,8,128,64,4500,7.0,144,0,Android,2018,227
Oppo,Snapdragon 8 Gen 2,8,128,48,5000,7.0,120,1,Android,2020,409
Apple,Snapdragon 778G,16,64,48,5000,6.7,144,0,iOS,2020,636
Sony,Exynos 2200,4,256,12,4500,6.1,144,1,Android,2020,329
Oppo,Kirin 9000,12,128,48,6000,5.5,144,0,Android,2022,709
Realme,Snapdragon 778G,16,1024,48,3000,5.5,90,0,Android,2018,236
Google,Snapdragon 8 Gen 2,12,64,108,6000,7.0,60,1,Android,2021,491
Motorola,Exynos 2200,6,1024,108,5000,6.4,90,0,Android,2021,576
Oppo,Kirin 9000,6,64,108,5000,6.7,144,0,Android,2019,254
Apple,Dimensity 9200,6,512,48,6000,7.0,60,1,iOS,2021,800
Motorola,Exynos 2200,16,512,200,6000,6.4,144,0,Android,2022,881
OnePlus,Dimensity 9200,16,512,200,4500,5.5,144,1,Android,2021,609
Google,Kirin 9000,12,64,12,4000,7.0,90,0,Android,2024,610
Realme,Kirin 9000,4,256,200,4000,5.5,90,0,Android,2018,221
Xiaomi,Snapdragon 778G,6,64,48,5000,6.7,120,1,Android,2023,720
Samsung,Dimensity 9200,16,512,108,4500,6.7,60,0,Android,2018,265
Realme,Snapdragon 8 Gen 2,16,1024,64,4500,6.4,144,1,Android,2018,292
Vivo,Snapdragon 778G,12,256,48,5000,5.5,144,0,Android,2018,257
Samsung,Snapdragon 8 Gen 2,16,256,12,4000,6.1,144,1,Android,2021,471
Apple,Kirin 9000,16,128,12,5000,5.5,60,0,iOS,2021,676
Oppo,Dimensity 9200,16,512,108,3000,7.0,120,1,Android,2022,626
Samsung,Snapdragon 778G,8,512,64,4500,6.4,90,0,Android,2024,870
Google,A17 Bionic,12,128,48,4000,6.1,120,0,Android,2024,730
Oppo,A17 Bionic,8,256,108,6000,7.0,90,1,Android,2019,319
Oppo,Dimensity 9200,8,256,64,4500,6.4,144,1,Android,2023,741
Vivo,Dimensity 9200,8,128,64,5000,6.1,90,1,Android,2018,270
Realme,Snapdragon 8 Gen 2,12,1024,64,4000,6.1,120,1,Android,2019,319
OnePlus,Snapdragon 778G,16,1024,64,4500,6.7,60,0,Android,2023,828
Sony,Snapdragon 778G,4,256,108,3000,6.7,144,1,Android,2023,583
Google,Exynos 2200,8,64,200,4000,7.0,144,1,Android,2022,736
Motorola,Snapdragon 8 Gen 2,12,128,108,4000,6.1,90,0,Android,2020,318
Vivo,Snapdragon 8 Gen 2,6,512,200,3000,6.1,60,0,Android,2022,587
Xiaomi,Kirin 9000,4,64,108,6000,5.5,144,1,Android,2024,898
Samsung,Exynos 2200,12,256,12,3000,6.7,90,0,Android,2019,176
Google,Snapdragon 778G,16,64,108,4000,6.7,60,1,Android,2018,250
Apple,Kirin 9000,4,1024,200,3000,5.5,120,1,iOS,2023,1265
Samsung,Exynos 2200,6,64,108,3000,5.5,144,0,Android,2022,507
Sony,Dimensity 9200,16,1024,12,5000,6.7,120,1,Android,2019,305
Xiaomi,Exynos 2200,8,1024,108,4500,6.1,120,1,Android,2020,457
OnePlus,Dimensity 9200,4,1024,200,4500,6.4,60,0,Android,2022,758
Vivo,Exynos 2200,12,256,48,3000,5.5,90,1,Android,2018,217
Xiaomi,Snapdragon 8 Gen 2,6,512,48,3000,6.1,60,1,Android,2024,642
Apple,Kirin 9000,12,128,200,5000,6.1,144,1,iOS,2022,1189
Realme,Snapdragon 778G,12,256,200,4500,5.5,60,1,Android,2023,770
Oppo,Exynos 2200,6,64,108,3000,6.1,60,1,Android,2024,555
Sony,A17 Bionic,8,256,48,3000,6.7,144,1,Android,2023,573
OnePlus,Snapdragon 8 Gen 2,8,64,108,4000,6.7,120,0,Android,2024,669
OnePlus,Kirin 9000,8,64,12,3000,7.0,90,1,Android,2019,204
Sony,Exynos 2200,8,512,108,4500,6.1,60,0,Android,2018,287
OnePlus,Kirin 9000,16,512,108,6000,7.0,120,1,Android,2022,969
Oppo,Snapdragon 8 Gen 2,16,512,48,3000,6.1,60,0,Android,2024,657
Motorola,Kirin 9000,12,128,48,4000,6.1,90,1,Android,2024,725
Apple,Snapdragon 8 Gen 2,8,1024,48,3000,6.4,90,1,iOS,2018,348
Oppo,Dimensity 9200,12,1024,12,6000,5.5,90,1,Android,2021,567
Motorola,A17 Bionic,6,1024,12,3000,6.4,90,0,Android,2020,343
OnePlus,Exynos 2200,4,512,108,5000,6.4,90,0,Android,2021,452
Apple,Dimensity 9200,12,64,12,4000,5.5,60,1,iOS,2018,331
Vivo,A17 Bionic,6,128,108,4000,5.5,120,0,Android,2019,216
Oppo,Kirin 9000,6,128,200,4000,6.1,120,0,Android,2024,751
Apple,A17 Bionic,6,128,108,5000,6.4,90,0,iOS,2021,699
Oppo,Snapdragon 8 Gen 2,12,256,200,6000,6.1,144,0,Android,2022,884
Google,Exynos 2200,4,256,12,3000,5.5,120,1,Android,2020,251
Motorola,Snapdragon 778G,8,64,12,6000,5.5,60,0,Android,2024,913
Oppo,Kirin 9000,12,256,200,4000,5.5,60,1,Android,2022,684
Samsung,A17 Bionic,4,256,12,4000,6.4,60,0,Android,2024,603
Samsung,Dimensity 9200,16,512,200,4500,6.4,144,0,Android,2021,601
Samsung,Snapdragon 8 Gen 2,6,64,200,4000,7.0,60,1,Android,2024,747
Oppo,Snapdragon 8 Gen 2,8,64,48,4000,6.4,90,0,Android,2024,635
Apple,Snapdragon 778G,6,128,64,3000,6.4,120,1,iOS,2019,280
Samsung,Exynos 2200,8,512,200,4000,6.1,144,0,Android,2018,297
Oppo,Snapdragon 8 Gen 2,16,256,48,4500,7.0,144,1,Android,2019,293
Motorola,Snapdragon 8 Gen 2,16,64,200,5000,6.1,60,0,Android,2024,988
Sony,Snapdragon 8 Gen 2,8,256,12,5000,7.0,120,0,Android,2020,365
Vivo,Kirin 9000,4,1024,64,4500,6.4,120,1,Android,2023,864
OnePlus,Snapdragon 778G,12,512,12,6000,6.7,90,0,Android,2022,808
OnePlus,Snapdragon 8 Gen 2,16,1024,200,3000,6.7,90,0,Android,2019,294
Apple,Kirin 9000,6,64,12,6000,7.0,60,0,iOS,2024,1125
Google,A17 Bionic,8,512,200,6000,6.4,60,1,Android,2018,322
Realme,Exynos 2200,8,256,12,4000,7.0,144,1,Android,2022,580
Google,Exynos 2200,16,512,48,4500,6.7,120,0,Android,2022,655
Apple,Snapdragon 8 Gen 2,4,64,64,6000,6.7,60,1,iOS,2020,562
Samsung,Exynos 2200,6,1024,48,5000,6.4,60,1,Android,2019,321
Motorola,Kirin 9000,6,64,200,6000,6.4,144,1,Android,2020,443
Apple,Kirin 9000,12,64,64,4500,6.7,90,1,iOS,2024,1216
Oppo,A17 Bionic,4,128,200,6000,6.7,144,1,Android,2018,304
Samsung,Dimensity 9200,16,1024,200,4500,6.4,90,0,Android,2019,304
Apple,Exynos 2200,8,1024,12,3000,6.7,120,0,iOS,2024,1126
Oppo,A17 Bionic,16,512,108,5000,7.0,120,1,Android,2020,427
Apple,Snapdragon 778G,8,64,200,4000,6.4,90,1,iOS,2024,1228
Apple,Snapdragon 8 Gen 2,4,128,64,3000,7.0,120,1,iOS,2021,497
Samsung,A17 Bionic,12,128,64,6000,6.7,144,1,Android,2023,905
Realme,Snapdragon 778G,8,256,12,6000,7.0,120,0,Android,2020,431
Xiaomi,Snapdragon 778G,8,256,12,4000,7.0,90,0,Android,2021,447
Vivo,Dimensity 9200,16,512,48,6000,6.7,90,1,Android,2021,627
Sony,Exynos 2200,8,64,48,3000,6.1,144,0,Android,2021,328
OnePlus,Snapdragon 8 Gen 2,16,64,200,3000,6.1,120,0,Android,2019,257
Sony,A17 Bionic,8,1024,108,6000,7.0,144,0,Android,2020,466
Sony,Snapdragon 778G,4,1024,12,4000,5.5,120,1,Android,2019,285
Xiaomi,A17 Bionic,16,1024,200,3000,6.7,144,1,Android,2018,289
Sony,Snapdragon 8 Gen 2,8,512,108,4000,6.1,60,1,Android,2018,240
Samsung,Kirin 9000,12,64,48,4000,6.7,120,1,Android,2024,714
Samsung,Snapdragon 8 Gen 2,4,512,200,4500,6.1,60,1,Android,2018,309
Sony,Exynos 2200,16,128,12,4500,6.4,60,1,Android,2019,252
Motorola,Snapdragon 8 Gen 2,12,256,64,6000,6.7,144,0,Android,2022,750
OnePlus,Snapdragon 8 Gen 2,16,256,12,4500,6.7,60,0,Android,2021,414
Vivo,Dimensity 9200,4,256,48,5000,7.0,120,1,Android,2020,397
Oppo,Kirin 9000,6,256,12,5000,6.7,120,1,Android,2023,788
Samsung,Snapdragon 8 Gen 2,16,64,64,6000,5.5,120,0,Android,2022,806
Apple,Kirin 9000,16,1024,64,5000,6.4,144,0,iOS,2024,1658
OnePlus,Dimensity 9200,12,1024,64,5000,7.0,120,1,Android,2019,292
Google,Snapdragon 8 Gen 2,6,128,200,3000,6.1,90,0,Android,2018,233
Vivo,Snapdragon 778G,16,512,48,5000,7.0,60,0,Android,2019,292
Samsung,Exynos 2200,16,512,108,3000,6.1,60,1,Android,2018,252
OnePlus,Dimensity 9200,12,128,48,3000,6.1,60,0,Android,2022,515
OnePlus,Snapdragon 8 Gen 2,6,64,12,3000,6.4,90,0,Android,2020,270
Realme,Exynos 2200,6,512,12,6000,6.7,90,0,Android,2022,746
Vivo,Snapdragon 8 Gen 2,8,128,64,4500,7.0,90,1,Android,2023,693
OnePlus,Exynos 2200,12,64,48,5000,7.0,60,0,Android,2020,334
OnePlus,Snapdragon 778G,12,64,48,4000,7.0,60,1,Android,2018,235
Samsung,A17 Bionic,16,512,12,6000,7.0,60,0,Android,2018,312
Apple,Snapdragon 778G,12,256,12,3000,5.5,90,0,iOS,2018,290
Vivo,Kirin 9000,12,128,108,3000,5.5,144,0,Android,2022,605
Samsung,A17 Bionic,8,128,108,4000,7.0,120,0,Android,2021,420
