Brand,Processor,RAM (GB),Storage (GB),Camera (MP),Battery (mAh),Display Size (inches),Refresh Rate (Hz),5G Support,Operating System,Launch Year,Price ($)
Apple,Kirin 9000,12,128,108,4500,5.5,144,0,iOS,2023,1779.75
Xiaomi,Kirin 9000,16,64,48,5000,6.1,60,1,Android,2021,1104.0
Realme,Kirin 9000,8,512,12,6000,5.5,120,0,Android,2021,1172.0
Motorola,A17 Bionic,8,256,48,4500,5.5,120,1,Android,2023,1366.0
OnePlus,Snapdragon 778G,8,1024,64,4000,6.4,120,1,Android,2019,1254.4
Sony,Exynos 2200,12,64,48,3000,5.5,90,1,Android,2023,1051.0
OnePlus,Exynos 2200,16,64,108,4500,6.4,120,0,Android,2019,1126.8
Vivo,Snapdragon 8 Gen 2,12,128,64,4000,5.5,144,1,Android,2018,946.8
Samsung,Kirin 9000,6,1024,48,4500,6.1,90,1,Android,2024,1325.5
Google,Snapdragon 778G,12,512,48,6000,5.5,144,0,Android,2018,1342.4
Oppo,A17 Bionic,12,1024,12,3000,5.5,120,1,Android,2021,1117.2
Motorola,A17 Bionic,16,128,200,4500,7.0,90,0,Android,2022,1549.5
Oppo,Kirin 9000,8,1024,108,5000,6.4,120,1,Android,2020,1330.4
Samsung,Dimensity 9200,16,256,200,6000,6.1,90,1,Android,2019,1428.8
Sony,Kirin 9000,6,128,48,4500,5.5,120,0,Android,2022,1095.5
Apple,A17 Bionic,16,512,200,5000,7.0,144,0,iOS,2020,2112.6
OnePlus,Dimensity 9200,6,256,64,5000,5.5,60,0,Android,2021,988.8
Motorola,Kirin 9000,16,1024,48,4500,5.5,90,0,Android,2023,1343.0
OnePlus,Snapdragon 8 Gen 2,12,64,12,3000,7.0,120,0,Android,2022,993.5
Oppo,Snapdragon 8 Gen 2,16,256,64,4500,6.1,90,1,Android,2022,1460.0
Apple,Snapdragon 8 Gen 2,8,128,64,5000,6.4,120,0,iOS,2019,1413.0
Sony,A17 Bionic,16,512,200,5000,7.0,60,0,Android,2018,1270.0
Oppo,Snapdragon 8 Gen 2,8,64,48,4500,5.5,120,0,Android,2024,1146.5
Realme,Exynos 2200,12,1024,64,5000,6.4,60,1,Android,2019,1154.4
Xiaomi,Snapdragon 8 Gen 2,16,512,48,4500,7.0,144,0,Android,2019,1202.8
Xiaomi,Kirin 9000,4,64,48,3000,7.0,90,0,Android,2020,733.2
Xiaomi,Snapdragon 778G,6,256,64,6000,6.7,144,0,Android,2021,1226.0
OnePlus,Exynos 2200,6,512,12,5000,6.1,90,1,Android,2022,1444.5
OnePlus,Dimensity 9200,8,1024,108,4000,6.1,120,1,Android,2024,1598.5
Vivo,Dimensity 9200,6,256,64,5000,5.5,120,1,Android,2024,1347.0
Sony,Snapdragon 778G,8,1024,108,5000,7.0,90,1,Android,2023,1697.0
Vivo,Exynos 2200,12,256,48,3000,6.7,90,1,Android,2024,1097.5
Xiaomi,Exynos 2200,4,256,200,6000,6.4,90,1,Android,2021,1194.0
Vivo,A17 Bionic,12,512,64,5000,5.5,120,1,Android,2018,1102.4
Vivo,Snapdragon 778G,12,1024,12,4000,6.7,144,0,Android,2020,1049.2
Realme,Snapdragon 778G,16,512,64,6000,6.4,144,1,Android,2018,1242.4
Xiaomi,Snapdragon 778G,16,1024,48,4000,6.1,144,1,Android,2019,1320.8
Realme,Dimensity 9200,6,1024,48,3000,6.7,90,0,Android,2024,1076.5
Vivo,Snapdragon 778G,16,1024,200,3000,7.0,120,1,Android,2024,1519.5
Apple,Exynos 2200,8,64,48,6000,6.4,60,0,iOS,2024,2037.75
Oppo,Snapdragon 8 Gen 2,8,64,64,3000,6.4,90,1,Android,2019,698.0
Vivo,Dimensity 9200,16,128,108,4500,5.5,120,1,Android,2023,1488.0
Sony,Snapdragon 8 Gen 2,4,64,64,5000,6.7,144,0,Android,2020,962.4
Motorola,A17 Bionic,12,1024,48,5000,7.0,60,0,Android,2020,1275.6
Sony,Dimensity 9200,6,256,200,5000,6.4,60,1,Android,2021,1121.2
Samsung,Kirin 9000,8,512,108,3000,6.4,144,1,Android,2024,1270.0
Oppo,A17 Bionic,6,256,200,6000,6.1,120,0,Android,2019,1234.4
Motorola,Exynos 2200,12,128,108,3000,5.5,144,0,Android,2018,768.8
Google,Snapdragon 8 Gen 2,6,512,64,6000,6.4,120,1,Android,2018,1310.4
Xiaomi,Snapdragon 8 Gen 2,8,512,64,4000,6.7,144,1,Android,2024,1416.0
OnePlus,Dimensity 9200,8,1024,200,3000,6.1,120,0,Android,2020,1167.2
OnePlus,Exynos 2200,16,128,12,3000,6.1,120,1,Android,2022,964.5
Vivo,Dimensity 9200,6,64,12,5000,6.1,60,0,Android,2020,910.8
Oppo,Kirin 9000,4,256,108,3000,7.0,60,1,Android,2024,1053.5
Oppo,A17 Bionic,4,64,48,3000,6.7,90,1,Android,2023,921.0
Samsung,Snapdragon 778G,12,256,64,6000,6.4,144,0,Android,2024,1479.0
Xiaomi,Kirin 9000,12,256,108,4500,5.5,120,0,Android,2018,1169.6
Google,Snapdragon 8 Gen 2,16,64,48,4500,6.1,60,0,Android,2024,1201.5
Motorola,Dimensity 9200,16,64,200,6000,7.0,120,0,Android,2023,1618.0
Vivo,Kirin 9000,6,512,12,4000,6.4,144,1,Android,2019,881.2
Sony,Dimensity 9200,8,256,200,5000,6.4,120,0,Android,2019,1151.2
Xiaomi,A17 Bionic,16,256,200,4000,5.5,60,1,Android,2022,1305.5
Google,Snapdragon 778G,8,64,64,5000,6.1,90,1,Android,2024,1175.0
Oppo,Snapdragon 8 Gen 2,6,1024,108,4000,6.7,90,1,Android,2021,1114.8
Vivo,A17 Bionic,16,64,48,4000,6.4,120,0,Android,2018,910.4
Motorola,Exynos 2200,4,256,200,6000,6.7,144,0,Android,2020,1190.0
Oppo,Exynos 2200,12,256,200,6000,6.7,60,1,Android,2024,1721.5
Apple,Kirin 9000,12,128,108,6000,6.1,120,0,iOS,2020,1786.2
Oppo,Kirin 9000,16,128,108,3000,5.5,144,1,Android,2022,1232.0
Samsung,Kirin 9000,6,512,48,4500,6.1,144,1,Android,2020,1174.4
Apple,Snapdragon 778G,12,256,48,5000,5.5,144,1,iOS,2019,1761.0
Motorola,Kirin 9000,8,1024,108,3000,7.0,60,1,Android,2018,892.0
Motorola,Exynos 2200,8,512,12,6000,6.1,90,0,Android,2024,1463.0
OnePlus,Snapdragon 778G,16,512,12,4000,6.4,144,0,Android,2022,1293.0
Realme,Snapdragon 778G,12,64,108,5000,6.4,144,1,Android,2023,1445.5
Apple,Kirin 9000,12,64,200,4500,6.4,90,1,iOS,2019,1853.4
Vivo,Snapdragon 778G,6,128,12,3000,6.7,144,1,Android,2018,843.6
Google,Kirin 9000,12,1024,12,3000,5.5,144,1,Android,2024,1292.5
OnePlus,A17 Bionic,8,128,64,4000,6.1,144,0,Android,2022,1296.5
Realme,Snapdragon 8 Gen 2,4,512,12,5000,6.1,90,0,Android,2021,944.0
Realme,Snapdragon 8 Gen 2,12,128,108,6000,6.7,120,0,Android,2019,1281.6
Motorola,A17 Bionic,16,512,64,4000,6.4,144,0,Android,2020,1122.8
OnePlus,A17 Bionic,12,512,12,4000,6.4,90,0,Android,2018,1040.0
Sony,Dimensity 9200,8,1024,64,5000,6.4,60,0,Android,2022,1378.5
OnePlus,Exynos 2200,6,128,64,4000,5.5,60,0,Android,2023,1049.0
OnePlus,Dimensity 9200,12,512,200,3000,7.0,120,1,Android,2020,950.8
Vivo,Kirin 9000,6,512,108,6000,6.4,120,1,Android,2022,1546.0
Apple,Snapdragon 778G,8,1024,48,4500,6.7,90,1,iOS,2023,2329.5
Sony,Kirin 9000,4,256,108,4000,7.0,120,0,Android,2020,855.2
Oppo,Exynos 2200,8,1024,64,4000,6.4,60,0,Android,2018,1167.2
Vivo,Kirin 9000,4,256,64,4500,6.4,60,1,Android,2018,933.2
OnePlus,Kirin 9000,4,512,12,6000,6.7,60,1,Android,2019,1118.0
Realme,Dimensity 9200,12,128,48,6000,5.5,60,1,Android,2019,1181.6
Realme,Snapdragon 778G,8,512,48,5000,6.1,120,1,Android,2020,1201.2
Google,Snapdragon 8 Gen 2,16,64,200,3000,6.4,90,0,Android,2018,1036.0
Motorola,Snapdragon 8 Gen 2,16,256,108,4500,7.0,120,1,Android,2022,1521.5
OnePlus,Snapdragon 778G,6,512,48,4000,6.7,144,0,Android,2021,873.2
Oppo,Exynos 2200,16,256,48,6000,6.4,144,0,Android,2020,1253.6
Apple,Dimensity 9200,16,512,200,4500,5.5,144,0,iOS,2023,2199.75
Motorola,Exynos 2200,12,512,48,4500,5.5,120,0,Android,2018,1148.0
Motorola,Kirin 9000,12,128,200,5000,7.0,120,0,Android,2023,1584.5
Vivo,Dimensity 9200,4,128,200,6000,6.1,120,1,Android,2023,1608.0
Sony,Snapdragon 8 Gen 2,8,64,12,3000,6.1,90,0,Android,2020,746.8
Google,Snapdragon 8 Gen 2,6,64,48,5000,6.7,90,0,Android,2022,1318.5
Motorola,Kirin 9000,6,256,108,3000,7.0,90,0,Android,2023,1010.5
Oppo,Exynos 2200,4,512,48,4000,6.1,144,1,Android,2024,1320.0
Motorola,Dimensity 9200,12,512,12,4000,7.0,120,0,Android,2024,1101.0
OnePlus,Dimensity 9200,4,128,48,3000,6.1,60,1,Android,2022,1007.5
Vivo,Snapdragon 778G,12,512,48,4500,6.4,120,1,Android,2024,1408.5
Sony,Dimensity 9200,12,1024,64,5000,6.1,60,1,Android,2018,1127.2
Xiaomi,Kirin 9000,4,512,200,5000,6.7,90,0,Android,2022,1369.0
Apple,Exynos 2200,16,512,12,6000,5.5,90,1,iOS,2023,2544.75
Sony,A17 Bionic,8,64,200,4000,5.5,144,0,Android,2021,1085.6
Sony,Kirin 9000,16,256,200,5000,6.4,90,1,Android,2024,1513.5
Xiaomi,A17 Bionic,16,256,108,6000,6.7,60,1,Android,2020,1153.6
Apple,Snapdragon 8 Gen 2,16,128,200,5000,6.1,144,1,iOS,2021,1930.8
Oppo,Kirin 9000,16,64,48,6000,7.0,60,1,Android,2024,1620.0
OnePlus,Snapdragon 778G,8,512,64,5000,5.5,90,0,Android,2022,1379.0
Xiaomi,Dimensity 9200,4,512,12,3000,6.1,120,1,Android,2023,1157.5
Realme,Kirin 9000,12,256,48,4500,6.4,144,1,Android,2023,1384.0
OnePlus,A17 Bionic,4,128,48,4000,6.7,144,0,Android,2022,1256.0
Apple,Snapdragon 8 Gen 2,8,128,12,5000,6.1,120,0,iOS,2024,2055.75
Sony,Snapdragon 8 Gen 2,16,128,64,6000,5.5,90,1,Android,2020,1326.4
Realme,Exynos 2200,6,64,200,4500,6.1,90,0,Android,2023,1322.5
Apple,Snapdragon 8 Gen 2,8,256,12,3000,7.0,90,1,iOS,2019,1112.4
Sony,Snapdragon 778G,4,512,48,4500,5.5,90,1,Android,2024,1371.0
Vivo,Dimensity 9200,12,1024,64,5000,7.0,60,1,Android,2021,1225.6
Sony,A17 Bionic,12,128,200,6000,6.7,90,0,Android,2020,1284.4
Sony,Dimensity 9200,12,256,64,4500,6.1,144,0,Android,2019,1172.8
OnePlus,Exynos 2200,16,512,108,4500,7.0,120,0,Android,2021,1100.8
Apple,Exynos 2200,8,64,48,5000,5.5,144,0,iOS,2023,1774.5
Vivo,Dimensity 9200,4,128,200,4500,6.4,120,1,Android,2020,1096.0
Oppo,Exynos 2200,4,128,108,4500,5.5,144,0,Android,2022,1358.5
Oppo,Exynos 2200,6,512,48,4000,6.1,90,1,Android,2023,1304.0
Apple,Snapdragon 8 Gen 2,4,256,12,4000,6.1,144,0,iOS,2020,1393.2
Motorola,Dimensity 9200,8,128,48,4500,6.4,90,0,Android,2024,1244.0
OnePlus,Exynos 2200,8,64,64,6000,6.4,90,0,Android,2022,1512.0
Google,Snapdragon 778G,6,1024,200,5000,6.7,90,1,Android,2024,1659.5
Xiaomi,Exynos 2200,8,64,48,6000,7.0,60,0,Android,2018,1021.2
Oppo,Dimensity 9200,6,256,48,3000,7.0,144,1,Android,2020,921.6
Motorola,Exynos 2200,8,256,12,5000,6.4,144,1,Android,2021,961.6
Oppo,Snapdragon 778G,16,1024,12,4500,5.5,144,1,Android,2022,1616.0
Motorola,Kirin 9000,16,1024,48,5000,6.1,90,0,Android,2022,1672.5
Apple,Exynos 2200,6,64,200,3000,7.0,144,1,iOS,2020,1336.8
Apple,Dimensity 9200,4,256,48,5000,6.7,90,0,iOS,2018,1554.0
Realme,Snapdragon 8 Gen 2,8,256,200,4500,5.5,144,0,Android,2023,1294.5
Samsung,Kirin 9000,12,256,64,4000,6.4,144,1,Android,2019,944.4
Sony,Dimensity 9200,6,64,108,4000,5.5,60,0,Android,2021,928.8
Realme,Snapdragon 778G,6,512,64,4000,7.0,120,1,Android,2020,1073.6
Google,A17 Bionic,16,1024,108,4500,6.4,60,0,Android,2018,1130.8
OnePlus,Snapdragon 778G,4,128,12,3000,6.7,90,1,Android,2023,1020.0
Realme,Exynos 2200,12,1024,12,4000,6.1,90,1,Android,2020,1027.6
Motorola,Dimensity 9200,8,512,200,4500,6.4,60,1,Android,2021,1045.6
Apple,Kirin 9000,4,1024,64,4500,6.7,60,0,iOS,2019,1671.0
Realme,Snapdragon 778G,6,256,64,5000,6.7,120,1,Android,2018,1001.2
Google,Dimensity 9200,4,1024,108,6000,6.4,144,1,Android,2021,1333.2
Oppo,Dimensity 9200,4,1024,108,5000,5.5,90,0,Android,2024,1426.0
Realme,Kirin 9000,4,64,108,6000,6.1,90,0,Android,2018,1141.2
Sony,A17 Bionic,6,1024,200,5000,6.4,90,1,Android,2021,1370.4
Xiaomi,Exynos 2200,12,64,48,4000,5.5,144,0,Android,2020,878.8
OnePlus,Exynos 2200,6,128,48,3000,6.7,144,1,Android,2022,1145.5
Vivo,Kirin 9000,4,64,200,4500,6.4,90,0,Android,2019,1031.2
Apple,Dimensity 9200,4,1024,48,6000,6.7,60,1,iOS,2021,1915.2
Xiaomi,Snapdragon 8 Gen 2,16,64,64,3000,6.1,120,1,Android,2023,1181.5
OnePlus,Dimensity 9200,16,1024,108,4500,6.4,120,1,Android,2022,1563.0
OnePlus,Snapdragon 778G,8,64,64,3000,7.0,120,0,Android,2023,1070.0
OnePlus,Dimensity 9200,8,64,48,5000,7.0,144,1,Android,2019,1010.4
Motorola,Snapdragon 778G,8,256,12,3000,6.4,60,0,Android,2020,845.2
Xiaomi,Snapdragon 8 Gen 2,16,64,64,3000,6.7,90,1,Android,2020,928.0
OnePlus,Snapdragon 778G,16,64,48,4000,6.7,144,1,Android,2021,1084.4
Sony,Dimensity 9200,12,128,64,5000,6.1,120,1,Android,2024,1506.0
Google,Snapdragon 778G,16,256,200,6000,6.4,120,0,Android,2021,1235.2
Google,A17 Bionic,6,64,108,5000,6.7,120,1,Android,2023,1339.0
Motorola,A17 Bionic,16,512,200,5000,6.7,144,0,Android,2021,1399.6
Sony,Kirin 9000,12,256,12,6000,6.1,120,1,Android,2021,1216.4
Motorola,Snapdragon 778G,4,64,48,4000,7.0,120,0,Android,2022,994.0
Sony,Snapdragon 778G,8,64,108,4000,7.0,120,0,Android,2020,1018.4
Samsung,Snapdragon 8 Gen 2,16,1024,108,4500,7.0,120,1,Android,2021,1219.6
OnePlus,Exynos 2200,6,128,12,4000,5.5,120,0,Android,2018,740.4
Motorola,Snapdragon 8 Gen 2,8,512,12,5000,5.5,120,1,Android,2024,1373.5
Google,Dimensity 9200,16,1024,200,5000,6.7,120,1,Android,2022,1910.5
Apple,Snapdragon 8 Gen 2,8,1024,200,4000,5.5,60,0,iOS,2020,1608.6
Oppo,A17 Bionic,12,64,108,4500,6.4,90,1,Android,2018,973.2
Vivo,Kirin 9000,12,256,64,3000,6.4,60,0,Android,2023,957.0
Vivo,A17 Bionic,16,512,12,6000,6.1,120,1,Android,2019,1181.6
Samsung,Exynos 2200,16,512,64,4000,7.0,60,1,Android,2019,944.4
Oppo,Kirin 9000,12,512,108,4500,5.5,120,1,Android,2022,1430.0
Google,Snapdragon 778G,8,512,12,4000,7.0,120,1,Android,2022,1322.5
Xiaomi,Snapdragon 778G,4,256,48,5000,6.1,120,1,Android,2018,1104.4
Apple,A17 Bionic,4,256,108,5000,6.4,144,0,iOS,2020,1515.6
Sony,Exynos 2200,6,64,12,5000,7.0,144,0,Android,2019,897.6
Realme,A17 Bionic,16,512,200,6000,6.1,120,1,Android,2023,1868.0
Samsung,Snapdragon 8 Gen 2,12,512,12,3000,6.4,90,0,Android,2019,772.8
Sony,Exynos 2200,12,1024,64,5000,6.4,144,0,Android,2019,1178.4
Google,Snapdragon 8 Gen 2,8,64,12,5000,5.5,120,0,Android,2018,1048.0
Motorola,Kirin 9000,16,1024,108,6000,6.1,60,0,Android,2019,1327.2
Vivo,Kirin 9000,8,1024,48,4000,6.4,120,0,Android,2021,964.8
Samsung,Snapdragon 8 Gen 2,16,256,64,3000,5.5,90,1,Android,2018,908.0
Motorola,Snapdragon 778G,12,512,200,6000,6.1,60,1,Android,2022,1695.0
Sony,Kirin 9000,16,1024,48,4000,6.4,60,0,Android,2022,1257.5
Xiaomi,Snapdragon 8 Gen 2,16,1024,108,4500,6.7,90,1,Android,2019,1293.2
Xiaomi,A17 Bionic,4,128,48,3000,6.7,120,0,Android,2021,817.6
Samsung,Snapdragon 778G,6,64,64,6000,5.5,144,1,Android,2020,1122.8
Sony,Exynos 2200,4,128,12,5000,6.7,144,0,Android,2018,1040.0
Sony,Kirin 9000,12,1024,108,4000,6.4,60,0,Android,2019,1167.6
Xiaomi,Snapdragon 778G,8,512,64,4000,6.4,60,1,Android,2023,1119.0
Samsung,Snapdragon 778G,4,64,200,3000,5.5,60,1,Android,2020,870.0
Oppo,Dimensity 9200,12,64,48,4000,6.7,120,0,Android,2018,966.4
Xiaomi,Dimensity 9200,16,128,48,4500,5.5,144,1,Android,2024,1344.0
Samsung,Dimensity 9200,6,64,48,4500,6.4,120,0,Android,2023,1119.0
Google,Dimensity 9200,16,1024,108,6000,5.5,120,1,Android,2020,1550.4
Google,Snapdragon 8 Gen 2,8,512,12,5000,7.0,144,0,Android,2018,1160.0
OnePlus,Kirin 9000,8,512,48,5000,6.4,60,0,Android,2022,1412.0
Realme,Kirin 9000,12,256,200,3000,6.4,144,0,Android,2023,1157.0
OnePlus,A17 Bionic,6,256,200,4000,6.1,60,1,Android,2023,1332.5
Samsung,A17 Bionic,8,128,12,3000,6.4,120,1,Android,2020,846.4
Xiaomi,Snapdragon 778G,12,256,64,3000,7.0,144,1,Android,2021,826.8
OnePlus,Snapdragon 778G,8,128,108,4500,7.0,120,0,Android,2023,1338.0
Xiaomi,Exynos 2200,4,128,108,3000,5.5,144,1,Android,2021,920.0
Realme,Snapdragon 8 Gen 2,16,128,64,4500,6.4,120,0,Android,2021,957.2
OnePlus,Exynos 2200,4,128,48,4000,5.5,120,0,Android,2022,1182.5
Samsung,Exynos 2200,4,1024,64,3000,6.1,60,1,Android,2023,1281.5
Apple,Exynos 2200,4,128,12,4500,6.1,144,0,iOS,2019,1249.2
Vivo,Snapdragon 778G,12,128,12,6000,5.5,60,0,Android,2021,1085.6
Samsung,Dimensity 9200,4,512,200,5000,6.4,90,0,Android,2022,1322.5
OnePlus,Kirin 9000,8,256,108,3000,6.4,90,1,Android,2022,1241.0
Oppo,Dimensity 9200,16,512,108,4500,5.5,90,0,Android,2019,1055.6
Google,Kirin 9000,8,128,64,4500,7.0,144,0,Android,2018,910.0
Oppo,Snapdragon 8 Gen 2,8,128,48,5000,7.0,120,1,Android,2020,1170.4
Apple,Snapdragon 778G,16,64,48,5000,6.7,144,0,iOS,2020,1819.2
Sony,Exynos 2200,4,256,12,4500,6.1,144,1,Android,2020,940.8
Oppo,Kirin 9000,12,128,48,6000,5.5,144,0,Android,2022,1365.0
Realme,Snapdragon 778G,16,1024,48,3000,5.5,90,0,Android,2018,944.4
Google,Snapdragon 8 Gen 2,12,64,108,6000,7.0,60,1,Android,2021,1091.2
Motorola,Exynos 2200,6,1024,108,5000,6.4,90,0,Android,2021,1280.0
Oppo,Kirin 9000,6,64,108,5000,6.7,144,0,Android,2019,1017.2
Apple,Dimensity 9200,6,512,48,6000,7.0,60,1,iOS,2021,1778.4
Motorola,Exynos 2200,16,512,200,6000,6.4,144,0,Android,2022,1696.0
OnePlus,Dimensity 9200,16,512,200,4500,5.5,144,1,Android,2021,1355.2
Google,Kirin 9000,12,64,12,4000,7.0,90,0,Android,2024,938.5
Realme,Kirin 9000,4,256,200,4000,5.5,90,0,Android,2018,885.2
Xiaomi,Snapdragon 778G,6,64,48,5000,6.7,120,1,Android,2023,1201.0
Samsung,Dimensity 9200,16,512,108,4500,6.7,60,0,Android,2018,1062.4
Realme,Snapdragon 8 Gen 2,16,1024,64,4500,6.4,144,1,Android,2018,1168.8
Vivo,Snapdragon 778G,12,256,48,5000,5.5,144,0,Android,2018,1030.0
Samsung,Snapdragon 8 Gen 2,16,256,12,4000,6.1,144,1,Android,2021,1047.6
Apple,Kirin 9000,16,128,12,5000,5.5,60,0,iOS,2021,1503.0
Oppo,Dimensity 9200,16,512,108,3000,7.0,120,1,Android,2022,1204.0
Samsung,Snapdragon 778G,8,512,64,4500,6.4,90,0,Android,2024,1338.5
Google,A17 Bionic,12,128,48,4000,6.1,120,0,Android,2024,1124.5
Oppo,A17 Bionic,8,256,108,6000,7.0,90,1,Android,2019,1276.0
Oppo,Dimensity 9200,8,256,64,4500,6.4,144,1,Android,2023,1236.0
Vivo,Dimensity 9200,8,128,64,5000,6.1,90,1,Android,2018,1081.6
Realme,Snapdragon 8 Gen 2,12,1024,64,4000,6.1,120,1,Android,2019,1278.0
OnePlus,Snapdragon 778G,16,1024,64,4500,6.7,60,0,Android,2023,1380.5
Sony,Snapdragon 778G,4,256,108,3000,6.7,144,1,Android,2023,973.0
Google,Exynos 2200,8,64,200,4000,7.0,144,1,Android,2022,1416.5
Motorola,Snapdragon 8 Gen 2,12,128,108,4000,6.1,90,0,Android,2020,910.4
Vivo,Snapdragon 8 Gen 2,6,512,200,3000,6.1,60,0,Android,2022,1130.0
Xiaomi,Kirin 9000,4,64,108,6000,5.5,144,1,Android,2024,1383.0
Samsung,Exynos 2200,12,256,12,3000,6.7,90,0,Android,2019,704.4
Google,Snapdragon 778G,16,64,108,4000,6.7,60,1,Android,2018,1001.2
Apple,Kirin 9000,4,1024,200,3000,5.5,120,1,iOS,2023,2109.75
Samsung,Exynos 2200,6,64,108,3000,5.5,144,0,Android,2022,975.5
Sony,Dimensity 9200,16,1024,12,5000,6.7,120,1,Android,2019,1220.8
Xiaomi,Exynos 2200,8,1024,108,4500,6.1,120,1,Android,2020,1306.4
OnePlus,Dimensity 9200,4,1024,200,4500,6.4,60,0,Android,2022,1459.0
Vivo,Exynos 2200,12,256,48,3000,5.5,90,1,Android,2018,868.8
Xiaomi,Snapdragon 8 Gen 2,6,512,48,3000,6.1,60,1,Android,2024,988.0
Apple,Kirin 9000,12,128,200,5000,6.1,144,1,iOS,2022,2287.5
Realme,Snapdragon 778G,12,256,200,4500,5.5,60,1,Android,2023,1283.5
Oppo,Exynos 2200,6,64,108,3000,6.1,60,1,Android,2024,854.5
Sony,A17 Bionic,8,256,48,3000,6.7,144,1,Android,2023,956.5
OnePlus,Snapdragon 8 Gen 2,8,64,108,4000,6.7,120,0,Android,2024,1030.5
OnePlus,Kirin 9000,8,64,12,3000,7.0,90,1,Android,2019,818.4
Sony,Exynos 2200,8,512,108,4500,6.1,60,0,Android,2018,1148.0
OnePlus,Kirin 9000,16,512,108,6000,7.0,120,1,Android,2022,1865.0
Oppo,Snapdragon 8 Gen 2,16,512,48,3000,6.1,60,0,Android,2024,1011.0
Motorola,Kirin 9000,12,128,48,4000,6.1,90,1,Android,2024,1116.0
Apple,Snapdragon 8 Gen 2,8,1024,48,3000,6.4,90,1,iOS,2018,1395.0
Oppo,Dimensity 9200,12,1024,12,6000,5.5,90,1,Android,2021,1262.0
Motorola,A17 Bionic,6,1024,12,3000,6.4,90,0,Android,2020,982.8
OnePlus,Exynos 2200,4,512,108,5000,6.4,90,0,Android,2021,1006.0
Apple,Dimensity 9200,12,64,12,4000,5.5,60,1,iOS,2018,1327.2
Vivo,A17 Bionic,6,128,108,4000,5.5,120,0,Android,2019,865.2
Oppo,Kirin 9000,6,128,200,4000,6.1,120,0,Android,2024,1155.5
Apple,A17 Bionic,6,128,108,5000,6.4,90,0,iOS,2021,1554.6
Oppo,Snapdragon 8 Gen 2,12,256,200,6000,6.1,144,0,Android,2022,1701.0
Google,Exynos 2200,4,256,12,3000,5.5,120,1,Android,2020,719.2
Motorola,Snapdragon 778G,8,64,12,6000,5.5,60,0,Android,2024,1405.0
Oppo,Kirin 9000,12,256,200,4000,5.5,60,1,Android,2022,1316.0
Samsung,A17 Bionic,4,256,12,4000,6.4,60,0,Android,2024,929.0
Samsung,Dimensity 9200,16,512,200,4500,6.4,144,0,Android,2021,1337.2
Samsung,Snapdragon 8 Gen 2,6,64,200,4000,7.0,60,1,Android,2024,1150.5
Oppo,Snapdragon 8 Gen 2,8,64,48,4000,6.4,90,0,Android,2024,977.5
Apple,Snapdragon 778G,6,128,64,3000,6.4,120,1,iOS,2019,1122.0
Samsung,Exynos 2200,8,512,200,4000,6.1,144,0,Android,2018,1191.2
Oppo,Snapdragon 8 Gen 2,16,256,48,4500,7.0,144,1,Android,2019,1174.0
Motorola,Snapdragon 8 Gen 2,16,64,200,5000,6.1,60,0,Android,2024,1520.0
Sony,Snapdragon 8 Gen 2,8,256,12,5000,7.0,120,0,Android,2020,1045.2
Vivo,Kirin 9000,4,1024,64,4500,6.4,120,1,Android,2023,1441.5
OnePlus,Snapdragon 778G,12,512,12,6000,6.7,90,0,Android,2022,1555.5
OnePlus,Snapdragon 8 Gen 2,16,1024,200,3000,6.7,90,0,Android,2019,1177.6
Apple,Kirin 9000,6,64,12,6000,7.0,60,0,iOS,2024,1731.0
Google,A17 Bionic,8,512,200,6000,6.4,60,1,Android,2018,1290.4
Realme,Exynos 2200,8,256,12,4000,7.0,144,1,Android,2022,1116.0
Google,Exynos 2200,16,512,48,4500,6.7,120,0,Android,2022,1261.5
Apple,Snapdragon 8 Gen 2,4,64,64,6000,6.7,60,1,iOS,2020,1606.8
Samsung,Exynos 2200,6,1024,48,5000,6.4,60,1,Android,2019,1284.8
Motorola,Kirin 9000,6,64,200,6000,6.4,144,1,Android,2020,1268.0
Apple,Kirin 9000,12,64,64,4500,6.7,90,1,iOS,2024,1871.25
Oppo,A17 Bionic,4,128,200,6000,6.7,144,1,Android,2018,1218.0
Samsung,Dimensity 9200,16,1024,200,4500,6.4,90,0,Android,2019,1218.0
Apple,Exynos 2200,8,1024,12,3000,6.7,120,0,iOS,2024,1733.25
Oppo,A17 Bionic,16,512,108,5000,7.0,120,1,Android,2020,1222.0
Apple,Snapdragon 778G,8,64,200,4000,6.4,90,1,iOS,2024,1889.25
Apple,Snapdragon 8 Gen 2,4,128,64,3000,7.0,120,1,iOS,2021,1105.2
Samsung,A17 Bionic,12,128,64,6000,6.7,144,1,Android,2023,1509.5
Realme,Snapdragon 778G,8,256,12,6000,7.0,120,0,Android,2020,1234.0
Xiaomi,Snapdragon 778G,8,256,12,4000,7.0,90,0,Android,2021,994.4
Vivo,Dimensity 9200,16,512,48,6000,6.7,90,1,Android,2021,1393.6
Sony,Exynos 2200,8,64,48,3000,6.1,144,0,Android,2021,730.4
OnePlus,Snapdragon 8 Gen 2,16,64,200,3000,6.1,120,0,Android,2019,1028.8
Sony,A17 Bionic,8,1024,108,6000,7.0,144,0,Android,2020,1334.0
Sony,Snapdragon 778G,4,1024,12,4000,5.5,120,1,Android,2019,1142.4
Xiaomi,A17 Bionic,16,1024,200,3000,6.7,144,1,Android,2018,1159.6
